,prcod,prccd,prchd,prcld,cshtrd,tic,ajexdi,datadate
2019-09-09,607.433487654321,574.6075,610.0,555.93,697723.5718518517,MELI,1.0,20190909
2019-09-10,574.605,549.3816042780749,576.0,512.6875,1174640.211818182,MELI,1.0,20190910
2019-09-11,549.3715151515152,561.709163545568,574.09,543.76,809221.3181818181,MELI,1.0,20190911
2019-09-12,562.3557303370786,574.2489683631362,574.2489683631362,558.7401,562370.318431912,MELI,1.0,20190912
2019-09-13,574.2530949105915,564.1115096331486,576.5,545.01,643118.9349330921,MELI,1.0,20190913
2019-09-16,565.0661546582212,554.4156889495225,565.0670308788599,548.5,766316.8844249005,MELI,1.0,20190916
2019-09-17,554.4285811732606,551.8026751592357,559.35,546.89,601597.5883247452,MELI,1.0,20190917
2019-09-18,551.807643312102,540.886,553.0569,530.0,837321.7738853503,MELI,1.0,20190918
2019-09-19,540.8929192546584,549.1665341614906,556.54,540.0,738220.2857142857,MELI,1.0,20190919
2019-09-20,549.1682857142857,534.373,558.99,528.37,794032.6865079365,MELI,1.0,20190920
2019-09-23,534.4765,541.4891120976692,548.0,534.4765,738993.2846585118,MELI,1.0,20190923
2019-09-24,541.4912319644839,534.0,554.98,512.6875,896454.2225537132,MELI,1.0,20190924
2019-09-25,534.0,555.073913649025,555.073913649025,530.8,478911.1180585889,MELI,1.0,20190925
2019-09-26,554.3025069637883,550.4954707631318,556.0,540.58,1653180.8550322158,MELI,1.0,20190926
2019-09-27,553.4951437066403,541.52,554.83,534.1113,2584076.3808080805,MELI,1.0,20190927
2019-09-30,541.52,551.2353456221198,554.0,536.06,920980.2496159757,MELI,1.0,20190930
2019-10-01,551.2272811059908,546.9150537634408,563.55,544.5,1871072.5944700465,MELI,1.0,20191001
2019-10-02,546.9098387096774,541.5369394618834,554.7,535.1,743181.7403169347,MELI,1.0,20191002
2019-10-03,541.5334753363229,554.7102860858257,559.18,530.0,535715.3598970005,MELI,1.0,20191003
2019-10-04,554.7097919375813,554.9098143236074,568.88,548.6,3143110.9523401856,MELI,1.0,20191004
2019-10-07,555.9496366047746,540.4912499999999,559.74,540.4912499999999,1239056.3575265254,MELI,1.0,20191007
2019-10-08,542.7685227272727,529.4360465116279,551.87,512.6875,446466.17703488364,MELI,1.0,20191008
2019-10-09,530.7267441860465,530.925641025641,537.84,522.0,748254.6200805008,MELI,1.0,20191009
2019-10-10,529.131221719457,549.8713567839196,549.8713567839196,529.131221719457,620991.9269424042,MELI,1.0,20191010
2019-10-11,549.8801340033501,552.804284771966,561.09,545.61,3744153.4120823247,MELI,1.0,20191011
2019-10-14,553.1210512754445,554.0530871794872,558.59,550.4199,2777399.5049611395,MELI,1.0,20191014
2019-10-15,554.0510153846153,566.55,573.2504,553.56,1034383.7713987475,MELI,1.0,20191015
2019-10-16,566.55,552.6517174177833,567.06,545.0,591589.5353227772,MELI,1.0,20191016
2019-10-17,552.6540803897686,548.0820980615736,558.965,548.0820980615736,467898.4890674668,MELI,1.0,20191017
2019-10-18,548.0806727480045,536.0787804878048,552.02,533.4,814017.987804878,MELI,1.0,20191018
2019-10-21,536.080162601626,548.8021235521236,549.98,536.080162601626,469859.48587437626,MELI,1.0,20191021
2019-10-22,548.8075933075933,535.475785123967,551.0718,512.6875,345782.29118670034,MELI,1.0,20191022
2019-10-23,,,,,0.0,MELI,1.0,20191023
2018-10-23,66.83277909738717,66.84700712589073,66.84700712589073,66.83277909738717,91463.65795724466,MCHP,1.0,20181023
2018-10-24,66.84703087885985,64.10516129032258,67.14,61.0,7593744.566891424,MCHP,1.0,20181024
2018-10-25,64.09096774193549,61.305866873065014,65.0,61.0,8987082.22960152,MCHP,1.0,20181025
2018-10-26,61.30003095975232,63.455253593707624,63.455253593707624,59.68,10126567.824813731,MCHP,1.0,20181026
2018-10-29,63.4555600759425,62.85553424657534,64.59,61.2,4625003.001616564,MCHP,1.0,20181029
2018-10-30,62.85660273972603,65.1330888030888,65.1330888030888,62.01,4983771.8717300445,MCHP,1.0,20181030
2018-10-31,65.13355212355212,65.85526174496644,66.26,65.08,5969267.402352881,MCHP,1.0,20181031
2018-11-01,65.85538255033558,70.44107416879795,71.81,65.67,6736014.05805455,MCHP,1.0,20181101
2018-11-02,70.44171355498722,69.85925047696921,71.0,68.51,5284584.032187841,MCHP,1.0,20181102
2018-11-05,69.8592968111202,69.89516129032258,69.89516129032258,66.44,3319189.3452355647,MCHP,1.0,20181105
2018-11-06,69.89573732718894,70.53199052132702,70.53199052132702,68.77,3082291.8440617896,MCHP,1.0,20181106
2018-11-07,70.53274881516587,69.66446499339499,72.2,68.4,3561990.6963709956,MCHP,1.0,20181107
2018-11-08,69.66578599735799,74.6276864728192,76.11,69.66578599735799,7556039.372821219,MCHP,1.0,20181108
2018-11-09,74.62769911504425,71.76921610169492,74.63,71.28,33235529.07971409,MCHP,1.0,20181109
2018-11-12,71.76917637711865,69.90995502248876,71.99,69.53,4164885.9295467646,MCHP,1.0,20181112
2018-11-13,69.92130434782608,70.91823655913979,72.81,69.91044977511244,4192370.692537603,MCHP,1.0,20181113
2018-11-14,70.91832258064515,71.60202561117579,72.5,70.86,5719023.9483195,MCHP,1.0,20181114
2018-11-15,71.60806752037253,73.27271092669433,75.37,71.42,5791686.284942444,MCHP,1.0,20181115
2018-11-16,73.26958506224067,75.94484383271572,76.2,72.51,5189324.962921389,MCHP,1.0,20181116
2018-11-19,75.94493912122816,73.29762452107279,75.97,73.25,17830652.8343587,MCHP,1.0,20181119
2018-11-20,73.53725415070242,72.90614825581396,74.55,71.45,4815907.358599002,MCHP,1.0,20181120
2018-11-21,72.90598837209302,72.8130460251046,74.55,72.11,2958746.271973825,MCHP,1.0,20181121
2018-11-22,72.82411715481172,72.41538912133892,72.82411715481172,72.41538912133892,22246.192468619243,MCHP,1.0,20181122
2018-11-23,72.45056066945607,75.2493059411438,75.2493059411438,72.01,3793684.1179681676,MCHP,1.0,20181123
2018-11-26,75.2496529705719,75.29003021148036,75.98,74.63,4383970.778164567,MCHP,1.0,20181126
2018-11-27,75.28936555891238,73.94761072261072,75.36,73.16,5958355.9286656175,MCHP,1.0,20181127
2018-11-28,73.94801864801865,75.50083514099784,75.93,72.93,6620570.205155431,MCHP,1.0,20181128
2018-11-29,75.50026030368764,74.25449359720605,76.36,74.25449359720605,5010610.534995713,MCHP,1.0,20181129
2018-11-30,74.38842840512223,76.01942318675043,76.01942318675043,73.775,9149615.164289743,MCHP,1.0,20181130
2018-12-03,76.0197115933752,77.41812499999999,80.62,76.0197115933752,5705288.097015991,MCHP,1.0,20181203
2018-12-04,77.41847222222222,74.51456511734928,77.51,74.39,3964532.91434652,MCHP,1.0,20181204
2018-12-05,74.51450069028992,74.42179015186377,74.51450069028992,74.42179015186377,114096.64058904629,MCHP,1.0,20181205
2018-12-06,74.42172572480442,72.89120551090701,74.42172572480442,71.5,7279543.113529287,MCHP,1.0,20181206
2018-12-07,72.8486337543054,70.00037193575655,73.41,69.93,4462443.490981465,MCHP,1.0,20181207
2018-12-10,70.00036911806143,72.12467289719626,72.12467289719626,69.54,6819093.617422836,MCHP,1.0,20181210
2018-12-11,72.11750333778372,72.92522673031026,74.46,71.87,3420039.2377489796,MCHP,1.0,20181211
2018-12-12,72.92652744630071,73.8503197353914,76.019,72.49,2572165.5968757984,MCHP,1.0,20181212
2018-12-13,73.85077177508269,71.69090909090909,74.7,71.69090909090909,8149198.087171958,MCHP,1.0,20181213
2018-12-14,71.92414634146341,71.63110640550556,72.96,71.0,29747192.968287524,MCHP,1.0,20181214
2018-12-17,71.5995129698253,71.65476847290641,73.52,70.76,3480531.997267504,MCHP,1.0,20181217
2018-12-18,71.6284236453202,72.04475108225108,74.09,71.56,12705001.799876386,MCHP,1.0,20181218
2018-12-19,72.0446103896104,68.7130226364847,72.14,68.02,10830209.924884055,MCHP,1.0,20181219
2018-12-20,68.74997336884155,68.94,70.0,67.415,3687778.059330009,MCHP,1.0,20181220
2018-12-21,68.94,67.48220796228392,70.2,67.48220796228392,12960706.253117574,MCHP,1.0,20181221
2018-12-24,67.4912991094814,65.75060285132383,68.65,65.63,3176726.826632278,MCHP,1.0,20181224
2018-12-25,65.75062729124237,65.78579633401223,65.78579633401223,65.75062729124237,32980.4081632653,MCHP,1.0,20181225
2018-12-26,65.78582077393077,69.97858374384236,70.57,65.78582077393077,5384685.098775511,MCHP,1.0,20181226
2018-12-27,69.97793103448275,71.94605405405406,72.0,68.25,3945466.2859459454,MCHP,1.0,20181227
2018-12-28,71.92,72.20097148891234,72.81,70.41,10011654.596820682,MCHP,1.0,20181228
2018-12-31,72.20356916578669,71.47153042688466,72.55,70.9101,3637312.202464976,MCHP,1.0,20181231
2019-01-01,71.4708174386921,70.44482742960945,71.4708174386921,70.44482742960945,18209.91825613079,MCHP,1.0,20190101
2019-01-02,70.44411444141689,69.74211126961482,72.29,69.52,3182023.0084095504,MCHP,1.0,20190102
2019-01-03,69.74253922967189,67.14911025145068,70.24,66.15,6637295.211081434,MCHP,1.0,20190103
2019-01-04,67.15042553191489,69.23858421936205,69.37,67.03,24209250.59674714,MCHP,1.0,20190104
2019-01-07,69.23864857302742,71.35002982107356,71.8,68.6,16137849.353607459,MCHP,1.0,20190107
2019-01-08,71.35049701789265,73.30365781710914,73.30365781710914,70.87,10592383.069892474,MCHP,1.0,20190108
2019-01-09,73.29040314650935,75.3505615292712,76.62,73.29040314650935,7605817.816499538,MCHP,1.0,20190109
2019-01-10,75.50327359617683,76.44649085037675,76.87,75.18,7135433.12237992,MCHP,1.0,20190110
2019-01-11,76.46551130247578,76.1793813098628,78.72,75.94,61973666.15905964,MCHP,1.0,20190111
2019-01-14,76.52655190266633,74.33714285714285,76.74598757442402,74.19,13081389.223139819,MCHP,1.0,20190114
2019-01-15,74.33702857142858,74.95219938335046,75.71,74.24,8981173.677031357,MCHP,1.0,20190115
2019-01-16,75.01,75.03111111111112,76.1899,74.9,4649863.907787575,MCHP,1.0,20190116
2019-01-17,75.03131313131313,76.11007543103449,76.55,73.2,5621526.6717570005,MCHP,1.0,20190117
2019-01-18,76.12084051724139,77.16557057346978,78.24,75.73,3411402.4140757024,MCHP,1.0,20190118
2019-01-21,77.16541803436957,76.94591426916394,77.16541803436957,76.94591426916394,47091.49175557711,MCHP,1.0,20190121
2019-01-22,76.94576173006372,75.41127329192547,77.3,74.38,9915230.1660831,MCHP,1.0,20190122
2019-01-23,75.39459627329192,73.44326194398683,76.96,73.44326194398683,3705391.0444043106,MCHP,1.0,20190123
2019-01-24,75.7976112026359,78.41549100968189,79.58,73.17,5880876.531431363,MCHP,1.0,20190124
2019-01-25,78.41701244813278,80.3339201608271,81.45,78.41701244813278,5070513.569818461,MCHP,1.0,20190125
2019-01-28,80.33365881677197,81.86436305732485,81.86436305732485,78.0,4531692.849321533,MCHP,1.0,20190128
2019-01-29,81.86718152866243,79.51,81.87,79.01,3029728.800240663,MCHP,1.0,20190129
2019-01-30,79.51,80.58628205128205,81.64,78.2,4512475.651988637,MCHP,1.0,20190130
2019-01-31,80.67169230769231,80.413131548312,81.34,79.8,2560011.946135831,MCHP,1.0,20190131
2019-02-01,80.50728754365542,81.58823823937794,83.25,79.91,4759655.218124097,MCHP,1.0,20190201
2019-02-04,81.86799222438212,82.57985987261146,82.9499,80.77,4765799.338413869,MCHP,1.0,20190204
2019-02-05,82.58233121019109,85.74240773286466,88.0,75.74,4352762.499962406,MCHP,1.0,20190205
2019-02-06,85.74674868189805,89.08701923076923,91.75,85.57,11201301.497363796,MCHP,1.0,20190206
2019-02-07,89.08666666666666,87.24767624020888,89.31,86.54,6655403.681462143,MCHP,1.0,20190207
2019-02-08,87.24600522193211,86.90897242455775,88.14,86.03,17192999.71963676,MCHP,1.0,20190208
2019-02-11,86.92136316337148,89.38986384266263,89.42,86.88,3532434.203288391,MCHP,1.0,20190211
2019-02-12,89.39046898638426,91.50689385474861,91.81,89.1028,5433374.0535713965,MCHP,1.0,20190212
2019-02-13,91.53452513966481,91.23101098901098,91.82,90.47,4537361.234349003,MCHP,1.0,20190213
2019-02-14,91.23107692307693,90.64966081871344,91.75,89.9,10959569.512955464,MCHP,1.0,20190214
2019-02-15,90.62614035087718,90.8603346080306,91.56,90.08,3658121.482882158,MCHP,1.0,20190215
2019-02-18,90.86047801147228,91.06683556405353,91.06683556405353,90.86047801147228,1720.9789674952196,MCHP,1.0,20190218
2019-02-19,91.06697896749522,90.16045340050378,91.36,90.06,2191691.331879633,MCHP,1.0,20190219
2019-02-20,90.1595717884131,89.65,91.48,89.5,498156183.5494962,MCHP,1.0,20190220
2019-02-21,89.65,89.98895810955962,90.08,88.47,41506925.893708006,MCHP,1.0,20190221
2019-02-22,89.7573791621912,89.58594366197183,90.36,88.46,3392730.1465358627,MCHP,1.0,20190222
2019-02-25,89.58611549295775,89.33600681044267,91.15,89.33600681044267,4244336.292992918,MCHP,1.0,20190225
2019-02-26,89.33526753688989,88.64750252780587,90.03,88.64750252780587,7946406.872533356,MCHP,1.0,20190226
2019-02-27,88.64687563195146,87.07682844243791,88.77,86.5,6500453.573138585,MCHP,1.0,20190227
2019-02-28,87.07544018058691,86.9001814058957,87.34,86.32,3633346.245845369,MCHP,1.0,20190228
2019-03-01,86.9000566893424,88.92983620446202,88.92983620446202,86.87,14487516.063620564,MCHP,1.0,20190301
2019-03-04,88.92991810223101,88.56744248985115,89.57,87.58,2316955.799131393,MCHP,1.0,20190304
2019-03-05,88.52420838971582,87.32276715410573,88.57,87.23,3008013.6795742754,MCHP,1.0,20190305
2019-03-06,87.29772778402699,86.48,88.08,86.37,11331987.02171562,MCHP,1.0,20190306
2019-03-07,86.48,83.63155985489722,86.48,83.42,13550753.26881308,MCHP,1.0,20190307
2019-03-08,83.63188633615478,85.50567846988886,85.52497803049884,83.02,4075564.8634355436,MCHP,1.0,20190308
2019-03-11,85.51580511760145,86.96655367231638,87.14,85.1001,19432696.348648712,MCHP,1.0,20190311
2019-03-12,86.96677966101694,86.52892785571142,87.17,85.98,13829582.341611994,MCHP,1.0,20190312
2019-03-13,86.5292384769539,85.03876077586207,87.08,84.98,5016595.2120597325,MCHP,1.0,20190313
2019-03-14,85.03872844827586,85.92715053763442,86.0,83.915,3257345.914436776,MCHP,1.0,20190314
2019-03-15,85.92701612903227,87.47899520180638,87.47899520180638,84.34,8949173.624943096,MCHP,1.0,20190315
2019-03-18,86.94795088907706,85.33,87.5,84.76,3458236.404616068,MCHP,1.0,20190318
2019-03-19,85.33,86.17780777537796,86.3377,85.33,3799187.91733437,MCHP,1.0,20190319
2019-03-20,86.17792656587473,84.28,86.74,83.66,3308077.947944126,MCHP,1.0,20190320
2019-03-21,84.28,87.93417508417508,88.25,84.15,2612820.3620818947,MCHP,1.0,20190321
2019-03-22,87.9337037037037,85.26649336870027,87.9337037037037,85.26649336870027,40373998.91791324,MCHP,1.0,20190322
2019-03-25,85.26645092838197,84.1956371049949,85.46,83.01,3808876.0253633754,MCHP,1.0,20190325
2019-03-26,84.19614678899082,84.46182358771061,85.41,83.7601,1647102.4474757775,MCHP,1.0,20190326
2019-03-27,84.28657086223984,81.45360587002097,84.76,81.146,6624483.864044042,MCHP,1.0,20190327
2019-03-28,81.35018867924528,81.76310840707966,82.4088,80.02,4144336.3900468014,MCHP,1.0,20190328
2019-03-29,81.76393805309735,84.15799947005829,84.15799947005829,81.76393805309735,3273721.780945313,MCHP,1.0,20190329
2019-04-01,84.1583306836248,87.15855555555555,87.77,83.4,6151645.306001591,MCHP,1.0,20190401
2019-04-02,87.15775,88.80696493349457,88.80696493349457,86.5,4414123.630078597,MCHP,1.0,20190402
2019-04-03,88.80856106408707,90.3,91.37,88.35,5272410.607660256,MCHP,1.0,20190403
2019-04-04,90.3,91.29678866587957,91.69,90.005,4635567.058689718,MCHP,1.0,20190404
2019-04-05,91.15142857142857,93.00013969732247,93.2,91.0,6278427.820306003,MCHP,1.0,20190405
2019-04-08,93.06,94.06,94.238,91.94,5879879.495589368,MCHP,1.0,20190408
2019-04-09,93.96909294512878,92.87800196850394,94.06,92.56,17806972.0495396,MCHP,1.0,20190409
2019-04-10,92.87797244094489,94.44087136929461,94.89,92.25,16301085.336995382,MCHP,1.0,20190410
2019-04-11,94.59170124481328,94.16469644902635,94.59170124481328,93.02,3693335.1303326963,MCHP,1.0,20190411
2019-04-12,94.16529209621993,94.9633779085317,95.98,94.16529209621993,4671909.859349207,MCHP,1.0,20190412
2019-04-15,94.96326825354373,95.94242424242424,96.34315569487983,94.73,6468589.1741715195,MCHP,1.0,20190415
2019-04-16,96.34398119122257,97.9081990521327,97.9081990521327,95.94272727272727,13936534.944849927,MCHP,1.0,20190416
2019-04-17,97.90845971563981,99.27,100.28,97.05,5202614.458244897,MCHP,1.0,20190417
2019-04-18,99.27,98.67332580037665,100.02,98.01,5182558.180463393,MCHP,1.0,20190418
2019-04-19,98.60971751412428,98.46180037664784,98.67327683615818,98.0322241054614,4919102.892796369,MCHP,1.0,20190419
2019-04-22,98.03209039548022,98.91125241460541,98.91125241460541,97.46,4499171.954013164,MCHP,1.0,20190422
2019-04-23,98.83800141342756,97.30989956958393,99.56,96.98,3159332.694330234,MCHP,1.0,20190423
2019-04-24,97.31047345767576,98.29680693069308,99.97,96.95,3651184.2395698684,MCHP,1.0,20190424
2019-04-25,98.29599009900991,96.58120622568094,98.51,95.0,2754689.729148207,MCHP,1.0,20190425
2019-04-26,96.58062256809339,98.3701724137931,98.47,94.75,2189977.4688715953,MCHP,1.0,20190426
2019-04-29,98.36944827586207,98.78180024660912,99.31,97.72,2152905.908138102,MCHP,1.0,20190429
2019-04-30,99.008261405672,100.16510538641687,100.24,98.41,3059531.3822600245,MCHP,1.0,20190430
2019-05-01,100.16533957845434,98.4075,101.17,96.0,5199201.2096018735,MCHP,1.0,20190501
2019-05-02,98.4110197368421,100.07247058823529,101.36,98.12,3272083.0882352944,MCHP,1.0,20190502
2019-05-03,100.07270588235295,98.75572207084468,101.0,97.65,17429057.302772883,MCHP,1.0,20190503
2019-05-06,98.75517438692098,96.44471299093655,99.0,95.89,5097299.506272792,MCHP,1.0,20190506
2019-05-07,96.43699395770392,92.51151515151516,96.98,92.49,8798235.542112973,MCHP,1.0,20190507
2019-05-08,92.51121212121213,90.32206798866856,94.06,87.98,5452165.229161302,MCHP,1.0,20190508
2019-05-09,90.31990084985836,88.68180698689957,90.5,86.74,7394392.5716194315,MCHP,1.0,20190509
2019-05-10,88.68087325327511,87.53676121015667,89.95,86.9,4861919.378950125,MCHP,1.0,20190510
2019-05-13,87.53627228525121,84.24772959183673,87.53627228525121,82.87,12027599.131203722,MCHP,1.0,20190513
2019-05-14,83.67376275510205,84.57496589358799,85.19,83.5,5342832.249671485,MCHP,1.0,20190514
2019-05-15,84.55087312414734,86.02700258397932,86.49,83.02,5188899.5930232555,MCHP,1.0,20190515
2019-05-16,86.0262015503876,84.86999999999999,86.0262015503876,83.81,4205889.731538147,MCHP,1.0,20190516
2019-05-17,84.86916666666666,82.51,85.37,82.51,4770731.175438597,MCHP,1.0,20190517
2019-05-20,82.50857142857143,79.98435028248588,82.56,78.73,10977047.271186441,MCHP,1.0,20190520
2019-05-21,79.99242937853107,81.73025188916876,82.26,79.99242937853107,3625536.721256884,MCHP,1.0,20190521
2019-05-22,81.72994962216625,81.00398734177216,83.08,80.5101,3548222.2670503454,MCHP,1.0,20190522
2019-05-23,81.00526582278482,82.04712890625,82.04712890625,79.73,7468442.605164144,MCHP,1.0,20190523
2019-05-24,81.8853125,80.14936043036461,82.81,79.14,2582959.351421081,MCHP,1.0,20190524
2019-05-27,80.1617872086073,80.3932337118948,80.39402271368799,80.14952978681012,10598.589360430367,MCHP,1.0,20190527
2019-05-28,80.3941841004184,78.63384892086331,80.86,77.66,11375967.449956354,MCHP,1.0,20190528
2019-05-29,78.6331175059952,80.60072033898305,81.21,78.04,11404941.55816364,MCHP,1.0,20190529
2019-05-30,80.60079449152542,80.19780882352941,81.98,80.19780882352941,11661459.727617148,MCHP,1.0,20190530
2019-05-31,80.2775294117647,79.44950439648282,81.94,79.44950439648282,5338374.492929578,MCHP,1.0,20190531
2019-06-03,79.4493445243805,80.68560864618884,81.96,79.34,4093021.137587688,MCHP,1.0,20190603
2019-06-04,80.72426621160409,84.40041713641489,84.73,80.45,5045850.164270187,MCHP,1.0,20190604
2019-06-05,84.39095828635851,82.54613407821229,85.15,80.99,3525336.747834959,MCHP,1.0,20190605
2019-06-06,82.51854748603351,83.16045303867404,83.51,81.59,7375286.253976319,MCHP,1.0,20190606
2019-06-07,83.2367403314917,84.18134351540253,85.0,82.84,2885693.110013334,MCHP,1.0,20190607
2019-06-10,84.18148330313227,86.7219551934827,86.7219551934827,83.95,3281871.4086783403,MCHP,1.0,20190610
2019-06-11,86.72325865580449,84.56454853273138,87.46,83.66,6149458.474717178,MCHP,1.0,20190611
2019-06-12,84.56352144469527,84.02643209876544,84.87,83.2,3862398.3354826104,MCHP,1.0,20190612
2019-06-13,84.05,82.29423580786026,85.08,82.0,3217595.802765648,MCHP,1.0,20190613
2019-06-14,82.28240174672489,83.09645926707093,83.52,80.15,8185234.588701094,MCHP,1.0,20190614
2019-06-17,83.09643290271553,82.09096774193549,83.46,81.01,3483076.033626896,MCHP,1.0,20190617
2019-06-18,82.09193548387097,85.00279241306639,85.74,81.85,8058259.108977319,MCHP,1.0,20190618
2019-06-19,85.00278187565858,85.33166862514689,85.91,84.59,3095238.000202452,MCHP,1.0,20190619
2019-06-20,85.33254994124559,85.153004784689,87.27,84.75,2655862.5676549706,MCHP,1.0,20190620
2019-06-21,85.30334928229665,85.10929001833901,85.98,84.52,16878083.612725373,MCHP,1.0,20190621
2019-06-24,85.10929263819753,85.6575415282392,85.71,84.66,3952465.386476201,MCHP,1.0,20190624
2019-06-25,85.65828349944628,84.94414606741573,86.84,83.86,4600526.174855719,MCHP,1.0,20190625
2019-06-26,84.94548314606742,87.3964385026738,87.96,84.8,5036105.9659038205,MCHP,1.0,20190626
2019-06-27,87.3955935828877,87.37496062992126,89.13,87.0,5036388.339107402,MCHP,1.0,20190627
2019-06-28,87.37527559055118,89.461781530918,89.461781530918,86.6,14661114.669525227,MCHP,1.0,20190628
2019-07-01,89.46240806319804,91.4,91.53,88.9,7619112.16891208,MCHP,1.0,20190701
2019-07-02,91.4,90.4531862745098,91.49,89.29,4376529.603850119,MCHP,1.0,20190702
2019-07-03,90.45379901960784,89.66467492366412,90.64,88.47,2333007.951909485,MCHP,1.0,20190703
2019-07-04,89.66444824427481,89.33825660305344,89.66444824427481,89.33825660305344,53187.06976744186,MCHP,1.0,20190704
2019-07-05,89.33802992366412,88.78973249409913,89.52,87.82,2062338.1220988175,MCHP,1.0,20190705
2019-07-08,88.78963808025176,87.39135163674761,89.67,87.38778247096093,5895937.956886993,MCHP,1.0,20190708
2019-07-09,87.38708553326293,89.15643447461629,89.31,87.13,2972793.2507085963,MCHP,1.0,20190709
2019-07-10,89.15634002361276,89.36,91.37,89.04,3362414.9339863276,MCHP,1.0,20190710
2019-07-11,89.39336076817558,90.02737603305785,90.05,88.3,8173894.071329102,MCHP,1.0,20190711
2019-07-12,90.0277582644628,91.72934355663169,91.79,89.0964,3784250.791538204,MCHP,1.0,20190712
2019-07-15,91.72934893731504,92.05551575931233,92.83,91.62,2375568.395348407,MCHP,1.0,20190715
2019-07-16,92.05684813753581,91.32612903225807,92.6,90.22,2559074.718088548,MCHP,1.0,20190716
2019-07-17,91.32688172043011,90.58808460634548,91.51,90.025,2105492.396213184,MCHP,1.0,20190717
2019-07-18,90.58782608695653,93.05528662420382,93.05528662420382,90.45,32914750.96104764,MCHP,1.0,20190718
2019-07-19,93.03954352441613,92.50263636363637,94.0,92.25,17090087.327489916,MCHP,1.0,20190719
2019-07-22,92.50268181818181,93.85364613880742,94.47764418377322,92.5,8399102.377736146,MCHP,1.0,20190722
2019-07-23,94.03045943304008,96.21922206506365,98.7,93.63,2520711.669068534,MCHP,1.0,20190723
2019-07-24,96.21868458274399,99.81136312849162,100.06,95.57,5209097.969354618,MCHP,1.0,20190724
2019-07-25,99.81148603351956,98.00927756653992,99.84,97.08,2877992.2511526025,MCHP,1.0,20190725
2019-07-26,98.00920152091255,96.62624798711755,98.7329,96.62624798711755,1401784.9213650234,MCHP,1.0,20190726
2019-07-29,96.62573268921095,97.64348264277714,98.69,96.5,2146818.494668284,MCHP,1.0,20190729
2019-07-30,97.64248600223964,96.62209821428571,97.64248600223964,95.93,3233260.4421959156,MCHP,1.0,20190730
2019-07-31,96.62232142857144,94.38461538461539,96.99,92.84,3884335.8682098044,MCHP,1.0,20190731
2019-08-01,94.38692307692307,91.11949197860962,96.7,90.44,2928918.0463560224,MCHP,1.0,20190801
2019-08-02,91.11867647058823,85.03262295081967,91.97,85.03262295081967,4557346.356316296,MCHP,1.0,20190802
2019-08-05,85.01163934426229,83.66991974317817,86.25,80.6,8201973.451964319,MCHP,1.0,20190805
2019-08-06,83.71942215088282,87.96686643835616,89.1,83.67492776886036,4485090.515248796,MCHP,1.0,20190806
2019-08-07,87.96763698630137,88.29461059190032,89.4999,85.06,17149702.714285716,MCHP,1.0,20190807
2019-08-08,88.29516095534788,89.89576122672509,92.49,88.01,5066676.293928962,MCHP,1.0,20190808
2019-08-09,89.86280394304491,87.85063756613756,89.89533406352683,87.17,2599434.4917853232,MCHP,1.0,20190809
2019-08-12,87.85063492063492,87.23071065989848,87.9,86.53,3940556.1624365486,MCHP,1.0,20190812
2019-08-13,87.23109137055837,88.84081632653061,91.07,86.49,4783857.950247483,MCHP,1.0,20190813
2019-08-14,88.96206229860366,86.75696709585121,90.38,86.46,2547939.2084890725,MCHP,1.0,20190814
2019-08-15,86.75672389127325,86.84,89.29,85.93,6560089.82588572,MCHP,1.0,20190815
2019-08-16,86.84,88.49479452054794,88.825,86.84,96318971.34095857,MCHP,1.0,20190816
2019-08-19,88.4948287671233,89.95673575129534,90.96,88.4948287671233,5067383.278821949,MCHP,1.0,20190819
2019-08-20,89.95667098445595,88.89,89.97,88.48,5282668.948677862,MCHP,1.0,20190820
2019-08-21,88.89,89.07425742574257,90.21,88.4,16811012.681389976,MCHP,1.0,20190821
2019-08-22,88.71490649064906,89.91151755379389,89.96,87.36,8990340.056660168,MCHP,1.0,20190822
2019-08-23,89.911993204983,85.65782608695652,89.99,83.66,5249338.1768673975,MCHP,1.0,20190823
2019-08-26,85.66521739130435,85.12443012884043,86.75,84.06,10067733.290200138,MCHP,1.0,20190826
2019-08-27,85.22004955401388,84.2911111111111,86.36,84.08,8441122.87936508,MCHP,1.0,20190827
2019-08-28,84.23166666666665,86.35389988358557,86.35389988358557,83.16,22707385.16100117,MCHP,1.0,20190828
2019-08-29,86.34084982537836,87.12524812030075,87.38,86.11,1830811.9750890613,MCHP,1.0,20190829
2019-08-30,87.12627067669173,85.77124774322968,87.57,85.77124774322968,6633342.440339062,MCHP,1.0,20190830
2019-09-02,85.77109127382147,85.46237037037037,85.77109127382147,85.42,568270.486533675,MCHP,1.0,20190902
2019-09-03,85.58385185185185,86.3064367816092,87.0,84.07,3647204.861174968,MCHP,1.0,20190903
2019-09-04,86.29026819923371,87.57734312416555,87.57734312416555,82.59,8138908.750494913,MCHP,1.0,20190904
2019-09-05,87.57875834445927,88.81381663113007,90.07,87.57875834445927,4187298.760974832,MCHP,1.0,20190905
2019-09-06,88.8137526652452,90.5031941363757,90.93,88.67,3402465.536613088,MCHP,1.0,20190906
2019-09-09,90.50328702573627,91.37425143953935,93.5,90.50328702573627,57193132.127129905,MCHP,1.0,20190909
2019-09-10,91.45510556621882,92.89806418219462,92.89806418219462,90.8,6959320.240400905,MCHP,1.0,20190910
