,prcod,prccd,prchd,prcld,cshtrd,tic,ajexdi,datadate
2019-04-15,1844.3664499349804,1849.531725888325,1855.0,1825.95,687697.1748680605,BKNG,1.0,20190415
2019-04-16,1848.6903553299492,1846.606512890095,1864.3,1805.5,561567.5593270916,BKNG,1.0,20190416
2019-04-17,1846.6153324287652,1837.5882202304738,1857.89,1836.8,526470.3457392933,BKNG,1.0,20190417
2019-04-18,1837.5896798975673,1842.0,1862.58,1837.5896798975673,5973459.40327285,BKNG,1.0,20190418
2019-04-19,1842.0,1842.0,1842.0,1842.0,18569147.00487805,BKNG,1.0,20190419
2019-04-22,1842.0,1848.7690139335477,1853.96,1830.92,1080500.276849707,BKNG,1.0,20190422
2019-04-23,1848.7752625937835,1883.7939588377724,1895.31,1846.35,1090770.1874389602,BKNG,1.0,20190423
2019-04-24,1879.9665980629538,1868.965909090909,1895.5499,1861.0,604617.9130117763,BKNG,1.0,20190424
2019-04-25,1868.9588068181818,1861.7404863221884,1887.22,1856.21,566558.1248791101,BKNG,1.0,20190425
2019-04-26,1861.7328723404255,1870.029036873968,1884.01,1850.01,31456292.494060285,BKNG,1.0,20190426
2019-04-29,1870.0296119977984,1879.2796740740741,1886.13,1863.95,574616.1586111109,BKNG,1.0,20190429
2019-04-30,1878.4106222222222,1872.677540777917,1889.71,1851.85,719427.859461871,BKNG,1.0,20190430
2019-05-01,1872.7038895859473,1820.0,1878.0,1820.0,454083.4027603513,BKNG,1.0,20190501
2019-05-02,1820.4435294117648,1809.7072599531616,1843.31,1797.0,1626558.2384937243,BKNG,1.0,20190502
2019-05-03,1810.3848946135831,1789.4265536723165,1830.0,1789.4265536723165,37435096.42817292,BKNG,1.0,20190503
2019-05-06,1789.4166666666667,1791.9079939668175,1814.99,1780.81,1264530.7315233785,BKNG,1.0,20190506
2019-05-07,1791.9087481146305,1771.428950863214,1800.58,1760.0,714643.3541339921,BKNG,1.0,20190507
2019-05-08,1771.6584860557768,1744.612738853503,1779.28,1735.06,734963.266784243,BKNG,1.0,20190508
2019-05-09,1745.8614649681529,1785.8613756613756,1826.75,1669.0,640795.4808917197,BKNG,1.0,20190509
2019-05-10,1785.9285714285713,1825.2476862302483,1859.995,1765.25,1454180.3501693,BKNG,1.0,20190510
2019-05-13,1830.3059311512416,1785.2517985611512,1830.3059311512416,1765.52,627694.1138594768,BKNG,1.0,20190513
2019-05-14,1785.027757793765,1795.0,1815.41,1781.3,1334904.3937298437,BKNG,1.0,20190514
2019-05-15,1795.0,1792.2744144144144,1801.72,1759.0,1621023.6988451527,BKNG,1.0,20190515
2019-05-16,1792.2885585585586,1799.7316176470588,1818.0,1790.0,521842.7007491676,BKNG,1.0,20190516
2019-05-17,1799.7101102941176,1792.6423605150214,1819.5399,1778.6,439854.39071572805,BKNG,1.0,20190517
2019-05-20,1792.5411587982833,1768.0058779576589,1792.5411587982833,1745.68,1207056.3363671284,BKNG,1.0,20190520
2019-05-21,1767.5390784557908,1772.0147434292867,1785.0,1757.2309,1282212.9565829718,BKNG,1.0,20190521
2019-05-22,1772.01450563204,1772.4054054054054,1790.0,1735.01,532286.1941163683,BKNG,1.0,20190522
2019-05-23,1740.3243243243244,1720.2886853766618,1771.5405405405406,1704.96,747009.6314822948,BKNG,1.0,20190523
2019-05-24,1720.07976366322,1707.7119575888473,1736.43,1705.0,376983.621071555,BKNG,1.0,20190524
2019-05-27,1707.7127429805616,1708.8429216571765,1708.8429216571765,1707.7127429805616,8380.019634792856,BKNG,1.0,20190527
2019-05-28,1708.8437070488906,1680.7744370860926,1732.3365,1680.06,573794.9436695997,BKNG,1.0,20190528
2019-05-29,1680.942119205298,1682.9966494178525,1761.71,1662.0701,467014.675526674,BKNG,1.0,20190529
2019-05-30,1685.2344631306598,1659.9695763993948,1697.75,1659.9695763993948,438882.9757492372,BKNG,1.0,20190530
2019-05-31,1659.9658093797277,1654.127130105491,1669.56,1638.02,641171.2181797237,BKNG,1.0,20190531
2019-06-03,1654.1265891263185,1661.7169008782935,1692.21,1648.05,537138.0392749521,BKNG,1.0,20190603
2019-06-04,1661.7323086574654,1755.7151417004047,1755.7151417004047,1661.7323086574654,825127.9771181375,BKNG,1.0,20190604
2019-06-05,1755.4021052631579,1768.1240105540896,1776.11,1735.91,988814.0190945702,BKNG,1.0,20190605
2019-06-06,1768.137203166227,1759.1991315453383,1771.0,1745.4732,5130857.266820151,BKNG,1.0,20190606
2019-06-07,1759.2056960408684,1777.8287620357635,1789.9987,1748.0,743568.317683338,BKNG,1.0,20190607
2019-06-10,1777.8295735900963,1774.4362659123055,1815.8,1774.4362659123055,406837.3236333851,BKNG,1.0,20190610
2019-06-11,1787.4450636492222,1794.631529548088,1813.78,1771.0,654094.6213853294,BKNG,1.0,20190611
2019-06-12,1794.6193858632678,1801.3832199546484,1814.27,1779.01,1011696.6612531387,BKNG,1.0,20190612
2019-06-13,1801.4201247165533,1810.1896221662469,1839.34,1799.9,1118179.9852779063,BKNG,1.0,20190613
2019-06-14,1810.183274559194,1776.3906609808103,1812.11,1772.14,419907.5776049582,BKNG,1.0,20190614
2019-06-17,1776.3909168443497,1794.83656,1795.0,1768.0,571468.5064051175,BKNG,1.0,20190617
2019-06-18,1794.872,1810.40417604913,1821.7,1788.19,1216480.092695651,BKNG,1.0,20190618
2019-06-19,1810.4060491299897,1849.7604421768708,1849.7604421768708,1804.48,639586.4831410825,BKNG,1.0,20190619
2019-06-20,1849.772193877551,1862.194746162928,1873.05,1843.38,2242415.0232754257,BKNG,1.0,20190620
2019-06-21,1862.1916174734356,1876.3994661529996,1883.4499,1846.36,2120054.181805836,BKNG,1.0,20190621
2019-06-24,1876.3995789763346,1841.7023821989528,1890.0,1841.7023821989528,452764.4714066106,BKNG,1.0,20190624
2019-06-25,1841.6523691099476,1849.914590747331,1885.38,1832.6,376794.70142628235,BKNG,1.0,20190625
2019-06-26,1849.9217081850534,1831.8072756933116,1868.79,1825.0,643179.5302491103,BKNG,1.0,20190626
2019-06-27,1831.8101957585645,1847.5190476190476,1860.0,1831.8101957585645,1058055.3964285715,BKNG,1.0,20190627
2019-06-28,1847.5214285714285,1892.1048045295227,1899.99,1843.0,755017.2827302319,BKNG,1.0,20190628
2019-07-01,1892.1081801024534,1890.5190487514863,1909.99,1874.71,1825689.556613555,BKNG,1.0,20190701
2019-07-02,1890.5072532699166,1910.8779565772668,1912.0,1888.45,296836.1658879232,BKNG,1.0,20190702
2019-07-03,1910.8792848020435,1914.497177260166,1925.0,1904.98,882354.2030978159,BKNG,1.0,20190703
2019-07-04,1912.3578562968812,1906.5950848795894,1914.4916896960126,1901.194670351362,441391.6673330667,BKNG,1.0,20190704
2019-07-05,1901.186912751678,1922.157839978875,1928.75,1887.4,293558.2860023142,BKNG,1.0,20190705
2019-07-08,1922.1562212833376,1869.9871794871794,1924.75,1869.9871794871794,560082.172675753,BKNG,1.0,20190708
2019-07-09,1869.9869230769232,1882.9965918803418,1889.7499,1865.2701,501100.174145299,BKNG,1.0,20190709
2019-07-10,1883.0042094017094,1871.4765625,1894.09,1858.24,533860.902777778,BKNG,1.0,20190710
2019-07-11,1871.48,1878.473492407809,1879.98,1864.75,473513.999249124,BKNG,1.0,20190711
2019-07-12,1878.485032537961,1862.0859612724757,1885.76,1862.0196542185338,637827.0091028283,BKNG,1.0,20190712
2019-07-15,1872.9474965421853,1883.9981194690265,1889.52,1861.01,570519.7796764608,BKNG,1.0,20190715
2019-07-16,1883.9962610619468,1886.7519706498952,1898.24,1874.2,375001.7910717323,BKNG,1.0,20190716
2019-07-17,1886.7203773584906,1866.1245805592544,1897.3,1863.0,331768.3688666683,BKNG,1.0,20190717
2019-07-18,1866.1264314247671,1887.504275466284,1896.94,1860.0,346321.4911127583,BKNG,1.0,20190718
2019-07-19,1887.5051076040172,1882.002959568733,1902.99,1881.01,9276859.870628823,BKNG,1.0,20190719
2019-07-22,1883.937706199461,1896.0750361445782,1907.3235,1880.0,817655.9356113453,BKNG,1.0,20190722
2019-07-23,1896.0799638554215,1899.609271523179,1911.79,1887.8,395854.41718662734,BKNG,1.0,20190723
2019-07-24,1899.4331125827814,1916.1569703622392,1920.84,1887.97,273649.0155312916,BKNG,1.0,20190724
2019-07-25,1916.1523051591657,1927.7284065934066,1945.0,1905.02,272943.3988854176,BKNG,1.0,20190725
2019-07-26,1925.0,1974.1870967741936,1974.1870967741936,1925.0,778000.1186104215,BKNG,1.0,20190726
2019-07-29,1974.1903225806452,1924.184857142857,1976.0,1908.01,412136.9967741933,BKNG,1.0,20190729
2019-07-30,1916.74848,1916.3559817351597,1925.9987,1903.4,252812.7397260275,BKNG,1.0,20190730
2019-07-31,1916.3571232876711,1887.4000952380952,1916.59,1865.28,361109.38884540123,BKNG,1.0,20190731
2019-08-01,1887.4015782312927,1870.0,1917.98,1865.18,304560.6466579292,BKNG,1.0,20190801
2019-08-02,1870.0,1829.6899999999998,1881.6,1829.6899999999998,373374.625534001,BKNG,1.0,20190802
2019-08-05,1829.6699999999998,1785.2443778110944,1830.0,1698.0,480376.0992366412,BKNG,1.0,20190805
2019-08-06,1785.2507046476762,1787.6518072289157,1820.0,1766.15,556315.4143239625,BKNG,1.0,20190806
2019-08-07,1787.6538554216868,1925.6611795774647,1930.0,1751.11,567856.3603239248,BKNG,1.0,20190807
2019-08-08,1925.644014084507,1915.6443023255815,1959.94,1895.0,996921.7253521127,BKNG,1.0,20190808
2019-08-09,1915.6031831395348,1914.166909090909,1931.0,1897.01,750608.0000000001,BKNG,1.0,20190809
2019-08-12,1913.9586363636363,1916.9463991323212,1926.8199,1885.7,1571254.1666666665,BKNG,1.0,20190812
2019-08-13,1910.38,1940.4340101522844,1963.92,1903.18,1461625.1962774957,BKNG,1.0,20190813
2019-08-14,1940.4382402707276,1881.5739268680445,1940.4382402707276,1881.5739268680445,557888.3318094148,BKNG,1.0,20190814
2019-08-15,1881.627186009539,1916.8822721437741,1920.0,1871.36,362865.8289948183,BKNG,1.0,20190815
2019-08-16,1914.2401412066752,1930.6346310917506,1937.1700952899537,1900.44,2789625.6870949776,BKNG,1.0,20190816
2019-08-19,1927.1949033487613,1941.4668656716417,1965.0,1927.1949033487613,369179.3413954325,BKNG,1.0,20190819
2019-08-20,1941.457512437811,1939.6984636871507,1952.9434,1905.0,363280.36116901523,BKNG,1.0,20190820
2019-08-21,1939.708659217877,1956.2056470588236,1959.3,1935.53,266049.5865921788,BKNG,1.0,20190821
2019-08-22,1956.4411764705883,1958.8140947752127,1967.89,1927.0,302627.7733900365,BKNG,1.0,20190822
2019-08-23,1958.6179829890643,1909.6235313531354,1960.0,1892.07,538422.6944317457,BKNG,1.0,20190823
2019-08-26,1909.6266171617162,1919.4522471910113,1923.0,1900.3901,293002.61504338635,BKNG,1.0,20190826
2019-08-27,1919.4564606741574,1918.0021367521367,1932.8231,1905.21,471346.88294679485,BKNG,1.0,20190827
2019-08-28,1917.998778998779,1953.264736842105,1953.264736842105,1903.57,440795.7657669815,BKNG,1.0,20190828
2019-08-29,1953.2978070175438,1961.2224438902745,1977.0,1946.08,412191.6275232971,BKNG,1.0,20190829
2019-08-30,1961.2316708229428,1961.3837765008916,1973.65,1794.25,845005.7185676584,BKNG,1.0,20190830
2019-09-02,1961.256588072122,1959.2752764018228,1961.3823122647118,1957.4700336833764,265505.2427184466,BKNG,1.0,20190902
2019-09-03,1959.259361997226,1957.9356154747948,1969.3,1931.19,645717.8773302813,BKNG,1.0,20190903
2019-09-04,1957.1416647127785,1976.0827272727274,1976.0827272727274,1934.0,360403.48409955064,BKNG,1.0,20190904
2019-09-05,1976.1133590138675,2005.6088649940264,2011.04,1926.54,693895.9597588793,BKNG,1.0,20190905
2019-09-06,2005.6291039426524,1972.9510884170923,2009.94,1962.745,518741.2549561291,BKNG,1.0,20190906
2019-09-09,1972.9513571620532,1992.0,1996.14,1970.7301,492877.10346680996,BKNG,1.0,20190909
2019-09-10,1992.0,2018.6923076923076,2018.87,1964.0,690058.7884615385,BKNG,1.0,20190910
2019-09-11,2018.694358974359,2060.0,2060.0,1998.66,615358.6280882508,BKNG,1.0,20190911
2019-09-12,2060.0,2043.7201011378002,2068.48,2036.2,934050.3091139274,BKNG,1.0,20190912
2019-09-13,2043.7212389380531,2058.295336787565,2071.86,2037.5,877701.5230409465,BKNG,1.0,20190913
2019-09-16,2058.2487046632123,2064.72807991121,2081.87,2033.7,1903918.6871927727,BKNG,1.0,20190916
2019-09-17,2064.7180910099887,2078.5270833333334,2083.01,2052.0,1491153.845844432,BKNG,1.0,20190917
2019-09-18,2078.525,2058.3700743944637,2084.31,2035.942,314124.0711993087,BKNG,1.0,20190918
2019-09-19,2058.288505882353,2058.57,2063.5299,2043.79,523060.80852340977,BKNG,1.0,20190919
2019-09-20,2058.57,2035.729614762931,2059.09,2026.27,1201904.7865418796,BKNG,1.0,20190920
2019-09-23,2035.731233836207,2012.1003456495828,2036.0,2000.0,513837.19382905297,BKNG,1.0,20190923
2019-09-24,2013.0261978545889,1992.3372989690722,2021.0,1984.59,725983.7719394555,BKNG,1.0,20190924
2019-09-25,1992.330845360825,1994.0727426160338,2001.4099,1962.0,590174.8935447249,BKNG,1.0,20190925
2019-09-26,1994.0735443037975,1975.2800310559007,2004.6,1960.0,374555.3137983137,BKNG,1.0,20190926
2019-09-27,1975.2849689440995,1949.7025,1990.0,1936.0,458121.59839418274,BKNG,1.0,20190927
2019-09-30,1949.7040909090908,1962.8915457413248,1984.01,1942.0,1305031.720550896,BKNG,1.0,20190930
2019-10-01,1962.890294426919,1962.6502430555556,1988.0,1962.61,347570.6432702418,BKNG,1.0,20191001
2019-10-02,1962.629375,1948.1534374999999,1978.03,1927.7049,472795.68229166674,BKNG,1.0,20191002
2019-10-03,1948.1696354166666,1961.1182374541004,1965.37,1918.01,748247.7576910622,BKNG,1.0,20191003
2019-10-04,1961.1177600979192,1977.4749935417206,2058.57,1957.25,1154568.7186110886,BKNG,1.0,20191004
2019-10-07,1978.031539653836,1942.3526011560693,1984.44,1942.3526011560693,1377637.4892867224,BKNG,1.0,20191007
2019-10-08,1942.4556647398845,1939.3576470588234,1956.3499,1920.52,538581.7264331855,BKNG,1.0,20191008
2019-10-09,1939.3611764705881,1937.4844621513944,1961.64,1924.6,288577.02840871806,BKNG,1.0,20191009
2019-10-10,1937.5049136786188,1977.8076923076924,1977.8076923076924,1932.3055,383427.70625191525,BKNG,1.0,20191010
2019-10-11,1977.8307692307692,1970.2925381571508,2003.79,1970.2925381571508,512725.28027568816,BKNG,1.0,20191011
2019-10-14,1970.2899943470889,1990.4460975609757,1996.062,1962.46,1378031.5340744087,BKNG,1.0,20191014
2019-10-15,1990.4484146341465,2016.39,2024.0,1989.71,344472.54390400817,BKNG,1.0,20191015
2019-10-16,2016.39,2040.8933976833976,2041.0169498069497,2010.0,375433.4455771984,BKNG,1.0,20191016
2019-10-17,2041.0331274131274,2026.4041317365268,2047.47,2004.68,481821.0734174555,BKNG,1.0,20191017
2019-10-18,2026.4012275449102,2019.6992354336937,2039.04,2006.01,1468292.0443625746,BKNG,1.0,20191018
2019-10-21,2019.700870023728,2024.332356687898,2036.79,2012.16,633504.6588082465,BKNG,1.0,20191021
2019-10-22,2024.0015392781315,2021.2047619047619,2033.88,2007.45,259368.72727272726,BKNG,1.0,20191022
2019-10-23,,,,,0.0,BKNG,1.0,20191023
2018-10-23,226.9,226.9,226.9,226.9,4760.0,AVGO,1.0,20181023
2018-10-24,226.9,219.51,228.02,214.85,4217323.779999999,AVGO,1.0,20181024
2018-10-25,219.51,218.55320754716982,223.39,216.5,6708121.204276725,AVGO,1.0,20181025
2018-10-26,218.5506603773585,215.715447866629,218.5506603773585,209.18,5868286.613491001,AVGO,1.0,20181026
2018-10-29,215.71600452105116,212.71328057553956,218.71,208.1,4424865.380649535,AVGO,1.0,20181029
2018-10-30,212.71825899280574,222.0795809248555,222.0795809248555,209.15,3574373.762912214,AVGO,1.0,20181030
2018-10-31,222.0814161849711,224.32080291970803,227.0,220.14,3744400.3243639506,AVGO,1.0,20181031
2018-11-01,224.32233576642335,231.2239393939394,234.23,223.3,4234018.699458085,AVGO,1.0,20181101
2018-11-02,231.20969696969698,220.82236490101658,231.20969696969698,217.73,5337137.742874168,AVGO,1.0,20181102
2018-11-05,221.2,220.1660984848485,221.2,213.68,12691197.616974318,AVGO,1.0,20181105
2018-11-06,220.16583333333335,230.15566386554622,230.15566386554622,216.2,4611396.808613446,AVGO,1.0,20181106
2018-11-07,230.15763025210083,243.02120826709063,243.02120826709063,229.2,18923555.855734758,AVGO,1.0,20181107
2018-11-08,236.90138314785375,239.7,245.61,232.71,3676688.5494535402,AVGO,1.0,20181108
2018-11-09,239.67417974322396,237.28764295302014,239.7,232.54,4179426.7579768123,AVGO,1.0,20181109
2018-11-12,237.28740671140937,224.35447204968943,237.28740671140937,220.28,6624969.247941973,AVGO,1.0,20181112
2018-11-13,224.35746894409937,225.63261904761904,229.82,222.15,4504095.655279503,AVGO,1.0,20181113
2018-11-14,225.6300885714286,227.0,230.56,224.83,3812545.3001402514,AVGO,1.0,20181114
2018-11-15,227.0,233.5,239.34,224.82,4040186.3427168904,AVGO,1.0,20181115
2018-11-16,233.63927083333334,237.7060465116279,239.2,230.5,5989642.924003326,AVGO,1.0,20181116
2018-11-19,237.70581395348836,228.1838818565401,241.08,225.0,5276163.407823079,AVGO,1.0,20181119
2018-11-20,227.93632911392405,228.81618466898956,229.13,221.13,4645105.527058615,AVGO,1.0,20181120
2018-11-21,228.81839721254357,229.7234611953613,233.31,227.5,2572885.9982578396,AVGO,1.0,20181121
2018-11-22,229.72301516503123,229.08117752007138,229.72301516503123,229.08117752007138,144000.0,AVGO,1.0,20181122
2018-11-23,229.0807314897413,229.96973917869033,232.99,226.74,1275122.972807991,AVGO,1.0,20181123
2018-11-26,229.96986958934517,233.1896551724138,238.15,229.96986958934517,4338021.7592875,AVGO,1.0,20181126
2018-11-27,233.18896551724137,238.91610169491526,238.91610169491526,232.11,4371708.767904509,AVGO,1.0,20181127
2018-11-28,238.92118644067796,234.09478764478766,239.75,231.62,3837290.1583011583,AVGO,1.0,20181128
2018-11-29,234.07289575289576,235.79297632468996,238.86,232.76,4876070.566612337,AVGO,1.0,20181129
2018-11-30,235.79296505073282,243.66628486646883,243.66628486646883,233.35,4766366.773899562,AVGO,1.0,20181130
2018-12-03,242.09860830860532,241.29461422087746,249.24,241.29461422087746,4775539.662306459,AVGO,1.0,20181203
2018-12-04,241.2929954614221,231.9012886597938,241.3,231.58,5087911.065684607,AVGO,1.0,20181204
2018-12-05,232.42371134020618,225.59201030927835,232.42371134020618,225.59201030927835,69364.94845360826,AVGO,1.0,20181205
2018-12-06,225.59484536082473,234.96679833679832,243.75,217.58,5925677.524326468,AVGO,1.0,20181206
2018-12-07,234.95738045738045,228.99821587867976,239.0,224.48,8198474.27365398,AVGO,1.0,20181207
2018-12-10,228.99870651204282,241.39599393019728,241.39599393019728,224.85,4896496.978203397,AVGO,1.0,20181210
2018-12-11,241.400531107739,249.3016453382084,250.35,241.400531107739,8262584.404134288,AVGO,1.0,20181211
2018-12-12,249.30484460694697,262.5963452566096,262.5963452566096,236.355,6970226.226072652,AVGO,1.0,20181212
2018-12-13,258.63421461897354,255.60247933884298,264.15,254.58,5784780.381161395,AVGO,1.0,20181213
2018-12-14,255.59685950413225,250.2203169213356,261.6373,247.36462931522354,4649416.146697722,AVGO,1.0,20181214
2018-12-17,247.3624844368987,253.0609958506224,261.35,247.0,6318136.183023481,AVGO,1.0,20181217
2018-12-18,253.05029045643153,249.04261724659608,256.25,247.4,5367347.524412904,AVGO,1.0,20181218
2018-12-19,249.04320726172466,243.79003021148037,255.93,242.14,6368797.386983469,AVGO,1.0,20181219
2018-12-20,244.00726586102718,243.91301059001512,248.53,238.45,8192254.472320615,AVGO,1.0,20181220
2018-12-21,243.910741301059,244.02883793790943,251.7599,240.31,11021132.642749328,AVGO,1.0,20181221
2018-12-24,245.01931358587296,233.52329246935201,245.03,232.0,3010498.4690936324,AVGO,1.0,20181224
2018-12-25,233.66772767075307,234.56987740805604,234.58127845884414,233.52401926444833,14424.273204903675,AVGO,1.0,20181225
2018-12-26,234.5819133099825,238.6862300319489,249.99,233.461,4004614.0057966793,AVGO,1.0,20181226
2018-12-27,238.7103514376997,253.23546165884193,254.99,236.18,4284092.508807192,AVGO,1.0,20181227
2018-12-28,253.2403599374022,255.15492566619918,258.1,250.51,2988063.8231183887,AVGO,1.0,20181228
2018-12-31,255.1546788218794,254.0443948024948,258.53,250.901,4503771.100981767,AVGO,1.0,20181231
2019-01-01,254.042425,251.2078792099792,254.042425,251.2078792099792,135254.46985446982,AVGO,1.0,20190101
2019-01-02,251.2059094074844,241.17318255250404,254.75,241.0,3326783.925137453,AVGO,1.0,20190102
2019-01-03,241.95702746365106,231.94812889812889,246.74,230.3327,7106760.279644253,AVGO,1.0,20190103
2019-01-04,231.94906444906445,233.4980361173815,242.0,230.96,5693093.20092816,AVGO,1.0,20190104
2019-01-07,233.49799097065463,239.987793814433,240.3,230.76,6259193.686291336,AVGO,1.0,20190107
2019-01-08,239.99084536082475,237.25406626506023,241.9,233.368,4439286.356819028,AVGO,1.0,20190108
2019-01-09,237.25459337349398,244.32615942028986,246.87,237.0,5815395.298716606,AVGO,1.0,20190109
2019-01-10,244.3237391304348,248.3541176470588,250.59,243.0,4512970.527706735,AVGO,1.0,20190110
2019-01-11,248.35217194570134,248.32160583941604,252.92,247.61,3711433.619865465,AVGO,1.0,20190111
2019-01-14,248.32957608085343,251.52900740740742,252.53,245.51,4025544.1683698306,AVGO,1.0,20190114
2019-01-15,251.52955555555556,256.4654098360656,262.22,248.9062,5110110.130601093,AVGO,1.0,20190115
2019-01-16,256.4643169398907,251.10185840707965,259.0,250.1,3268812.3006673423,AVGO,1.0,20190116
2019-01-17,251.10109144542773,257.9331864904552,257.9331864904552,239.25,5203525.624238172,AVGO,1.0,20190117
2019-01-18,255.87775330396474,260.1077764471058,261.94,255.2,4651105.504972435,AVGO,1.0,20190118
2019-01-21,260.10766067864273,259.94106986027947,260.1617764471058,259.94106986027947,645876.646706587,AVGO,1.0,20190121
2019-01-22,259.94095409181637,258.66368784530385,260.82,254.86,6864393.021911977,AVGO,1.0,20190122
2019-01-23,258.79483425414367,259.907196969697,260.91,253.65,4079184.1012054244,AVGO,1.0,20190123
2019-01-24,259.90909090909093,262.91296116504856,266.77,258.0,3953170.859664607,AVGO,1.0,20190124
2019-01-25,262.8006796116505,267.83073765615705,270.0,260.28,5202272.14582455,AVGO,1.0,20190125
2019-01-28,267.8303688280785,268.36745562130176,270.0,258.16,4216951.5983301,AVGO,1.0,20190128
2019-01-29,268.3615384615385,270.40078003120124,272.5,262.0,3072859.3679577955,AVGO,1.0,20190129
2019-01-30,270.41140405616227,271.55,273.75,266.32,3283692.677744478,AVGO,1.0,20190130
2019-01-31,271.55,268.6778016528925,271.55,266.34,4552681.829817312,AVGO,1.0,20190131
2019-02-01,268.67504132231403,267.60972304066,270.77,264.88,2772976.103695391,AVGO,1.0,20190201
2019-02-04,267.60986152033,272.85466933867735,272.85466933867735,264.88,2636996.8459145753,AVGO,1.0,20190204
2019-02-05,272.85625250501,271.558583106267,274.63,235.31,2581145.23330039,AVGO,1.0,20190205
2019-02-06,271.5577656675749,274.4112953367876,280.0,270.0,3646700.805720659,AVGO,1.0,20190206
2019-02-07,274.410103626943,268.0035272727273,274.63,266.29,4061864.9283937817,AVGO,1.0,20190207
2019-02-08,268.00460000000004,274.9959881656805,274.9963786982249,260.01,3379892.177869823,AVGO,1.0,20190208
2019-02-11,274.9966804733728,278.7116349809886,278.7116349809886,273.28,14098422.689506602,AVGO,1.0,20190211
2019-02-12,278.71701520912546,279.62691666666666,280.4989,277.0419,2414494.2726235744,AVGO,1.0,20190212
2019-02-13,279.622,280.9718574108818,282.16,277.951,2245283.6806754223,AVGO,1.0,20190213
2019-02-14,280.97279549718576,282.7383429672447,283.01,278.92,1778565.0002494333,AVGO,1.0,20190214
2019-02-15,282.7398843930636,281.47697711762345,284.9,278.7914,2198331.809079158,AVGO,1.0,20190215
2019-02-18,281.46349257326375,281.48853873946206,281.48853873946206,281.46349257326375,44132.58932155759,AVGO,1.0,20190218
2019-02-19,281.4692733841831,281.06666666666666,283.74,278.8,2144782.520674428,AVGO,1.0,20190219
2019-02-20,281.066391184573,283.68370946822307,286.63,281.0,2096464.6342412455,AVGO,1.0,20190220
2019-02-21,283.6840856031128,279.40333333333336,284.55,276.24,1767495.8657587548,AVGO,1.0,20190221
2019-02-22,279.40500000000003,278.7986083499006,282.3,274.66,3371974.995029821,AVGO,1.0,20190222
2019-02-25,278.80722806021015,278.07424,281.94,277.5,3097071.2129701786,AVGO,1.0,20190225
2019-02-26,278.07258,275.0,278.07318,274.02,3022438.8541118014,AVGO,1.0,20190226
2019-02-27,275.0,270.73954372623575,275.1,269.58,3323511.808610632,AVGO,1.0,20190227
2019-02-28,270.7430418250951,276.000510805501,276.13,268.63,5089579.7471557595,AVGO,1.0,20190228
2019-03-01,276.0002554027505,270.0217674970344,279.54,270.0217674970344,2614595.9144468373,AVGO,1.0,20190301
2019-03-04,270.0208837485172,274.8935187134503,276.59,270.02,2222007.529078479,AVGO,1.0,20190304
2019-03-05,275.3659333333334,276.83570796460174,280.44,273.0,3088795.814702686,AVGO,1.0,20190305
2019-03-06,276.867994100295,269.9420539730135,277.03,269.9420539730135,2411106.7280917065,AVGO,1.0,20190306
2019-03-07,270.4863568215892,263.81481707317073,272.33,263.8,2894822.0573874647,AVGO,1.0,20190307
2019-03-08,263.8128353658537,264.62752061415983,266.36,259.2,3330779.3364243014,AVGO,1.0,20190308
2019-03-11,265.0477679840773,270.0,270.81,263.0,8553848.33926844,AVGO,1.0,20190311
2019-03-12,270.0,270.49132183908046,275.02,264.1659,4606562.04346902,AVGO,1.0,20190312
2019-03-13,270.49221264367816,271.33899082568803,273.08,269.02,4294662.215583149,AVGO,1.0,20190313
2019-03-14,271.33785932721713,282.6297836938436,284.0,267.0,4492784.959410157,AVGO,1.0,20190314
2019-03-15,282.6173044925125,292.0,299.5479,280.5,16373461.64152023,AVGO,1.0,20190315
2019-03-18,291.5653770121435,292.9438202247191,296.98,290.19,6943872.533076422,AVGO,1.0,20190318
2019-03-19,292.96067415730334,297.81311111111114,300.98,292.96067415730334,5398595.8307740325,AVGO,1.0,20190319
2019-03-20,297.8197222222222,291.6112972972973,299.0,290.29,4486153.898348348,AVGO,1.0,20190320
2019-03-21,291.2924324324324,297.7199426111908,299.42,289.0,3204326.3138547456,AVGO,1.0,20190321
2019-03-22,296.9702152080344,291.2877905348642,298.0,291.2877905348642,3188826.453933066,AVGO,1.0,20190322
2019-03-25,291.28729207504904,292.8449621785174,294.23,288.295,2742377.766701293,AVGO,1.0,20190325
2019-03-26,292.16732223903176,297.02374659400544,299.5,292.16,3762492.574171329,AVGO,1.0,20190326
2019-03-27,297.02378746594,294.9873293768546,299.0,266.32,2806192.814669427,AVGO,1.0,20190327
2019-03-28,294.9546142433234,299.87745937961597,303.3,294.4,13901736.69254303,AVGO,1.0,20190328
2019-03-29,299.83914327917284,303.97297297297297,303.97297297297297,298.26,200003479.60034326,AVGO,1.0,20190329
2019-04-01,303.91297297297297,306.76267806267805,306.78,299.71,4779772.760221761,AVGO,1.0,20190401
2019-04-02,306.7643732193732,305.56268613138684,308.6978,302.25,3530687.8414748246,AVGO,1.0,20190402
2019-04-03,305.6057664233577,304.1204225352113,307.44,295.97,6460766.159247455,AVGO,1.0,20190403
2019-04-04,304.11971830985914,301.8075443228454,306.0,300.8665,1961865.7713146186,AVGO,1.0,20190404
